,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date,id,senatorId,alpha
4634,2018-05-04,Spouse,HOLX,"Hologic, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6b2185d5-94ef-4af2-9159-6d00d7e5dcee/,2018-06-12,4634,106,
4635,2018-06-11,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/aa258eda-0256-4ec9-bcc2-b03f7ff9228f/,2018-06-11,4635,142,
4637,2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",Asset held in Charles Schwab - Rollover IRA,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/,2018-06-11,4637,114,
4638,2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Full),"$100,001 - $250,000",Asset held in Truchas Capital 401K Plan,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/,2018-06-11,4638,114,
4639,2018-06-01,Spouse,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/,2018-06-11,4639,114,
4640,2018-05-17,Spouse,RCL,Royal Caribbean Cruises Ltd.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/,2018-06-09,4640,110,
4641,2018-05-18,Spouse,BNPQY,BNP Paribas SA,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/,2018-06-09,4641,110,
4642,2018-05-18,Spouse,--,"Amadeus IT Group, S.A.",Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/,2018-06-09,4642,110,
4644,2018-05-16,Self,--,Revere Bank,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/589f2589-ca74-4b51-9380-c523f9c7c335/,2018-06-07,4644,118,
4645,2018-05-02,Self,BOX,"Box, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/589f2589-ca74-4b51-9380-c523f9c7c335/,2018-06-07,4645,118,
4658,2018-05-07,Self,MGA,Magna International Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/62712bdf-a485-40b6-a0f3-f7245ed526e9/,2018-06-07,4658,123,
4659,2018-05-24,Spouse,--,Nvent Electric,Stock,Sale (Full),"$1,001 - $15,000",Spin off from asset still held (Pentair plc) and then sold.,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4659,101,
4661,2018-05-18,Spouse,--,Aberdeen Ultra Short Muni Income Inst,Other Securities,Sale (Full),"$1,001 - $15,000",Aberdeen Ultra Short Muni Income Inst took over Alpine Ultra-Short Muni Income I. Name change 5/8/18,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4661,101,
4663,2018-05-11,Spouse,--,Arrow Managed Futures Strategies A,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4663,101,
4665,2018-05-01,Spouse,--,Alpine Ultra-Short Muni Income I,Other Securities,Sale (Partial),"$1,001 - $15,000",Aberdeen Ultra Short Muni Income Inst took over Alpine Ultra-Short Muni Income I. Name change 5/8/18,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4665,101,
4668,2018-05-01,Spouse,--,SPDR S&P Aerospace & Def ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4668,101,
4669,2018-05-01,Spouse,--,ETFMG Prime Mobile Payments ETF,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4669,101,
4670,2018-05-11,Spouse,--,Arrow Managed Futures Strategies A,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4670,101,
4672,2018-05-01,Spouse,--,National Presto Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4672,101,
4673,2018-05-01,Spouse,--,Harris Corp Delaware,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4673,101,
4676,2018-05-01,Spouse,--,Ishares Ibonds Dec 2018 Trm Corp,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,2018-06-04,4676,101,
4679,2018-05-23,Self,T,AT&T Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/1f0a3c8a-f322-43ac-8c3f-1f972a00d263/,2018-06-04,4679,125,
4680,2018-05-23,Self,GIS,"General Mills, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/1f0a3c8a-f322-43ac-8c3f-1f972a00d263/,2018-06-04,4680,125,
4682,2018-05-29,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4682,136,
4684,2018-05-25,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4684,136,
4686,2018-05-23,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4686,136,
4687,2018-05-23,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4687,136,
4688,2018-05-22,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4688,136,
4689,2018-05-22,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4689,136,
4690,2018-05-22,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4690,136,
4692,2018-05-21,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4692,136,
4693,2018-05-17,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4693,136,
4697,2018-05-10,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4697,136,
4699,2018-05-08,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4699,136,
4702,2018-05-07,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4702,136,
4703,2018-05-04,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4703,136,
4707,2018-05-02,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4707,136,
4708,2018-05-01,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4708,136,
4709,2018-05-01,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/75bd7f27-b64b-4af0-870e-b3f5aa413007/,2018-06-04,4709,136,
4712,2018-05-01,Self,--,"Undeveloped Land-TOPOL  Company: Wyoming Orthopaedics Institute, LLC &nbsp;(Casper, WY)  Description:&nbsp;Real Estate Partnership",Other Securities,Sale (Full),"$50,001 - $100,000",--,John A Barrasso,https://efdsearch.senate.gov/search/view/ptr/265964e0-3d22-4a52-af4f-37916b56390d/,2018-05-24,4712,149,
4713,2018-05-24,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Richard Blumenthal,https://efdsearch.senate.gov/search/view/paper/92de2283-fef4-4f5c-bead-956ceb88688d/,2018-05-24,4713,135,
4714,2018-05-22,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/298d2c2a-63ac-4d94-8be4-3717a336f30c/,2018-05-22,4714,142,
4715,2018-05-22,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/7d534d16-8f7d-4ef1-8be2-a1d815c9d708/,2018-05-22,4715,142,
4716,2018-05-22,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/1bae21d6-4cec-4c77-9a14-d52256f5ea57/,2018-05-22,4716,142,
4717,2018-05-22,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/9ac5f227-4b29-480d-9221-4f5468fef9fc/,2018-05-22,4717,142,
4718,2018-04-23,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/01cec9aa-793e-407f-9186-4c48160e5278/,2018-05-22,4718,165,
4719,2018-05-21,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/c8cb0053-985a-4619-b522-b8d627e3e4ee/,2018-05-21,4719,142,
4720,2018-05-17,Unknown,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Unknown,nan,Richard M Burr,https://efdsearch.senate.gov/search/view/paper/67ff37f6-b248-437f-bbcb-7cd5f6dfce78/,2018-05-17,4720,130,
4721,2017-08-31,Child,FE,FirstEnergy Corp.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Robert P Casey, Jr.",https://efdsearch.senate.gov/search/view/ptr/1dae4e2c-0fe3-46d5-9ab3-78454252da12/,2018-05-15,4721,150,
4722,2018-04-23,Spouse,VFC,V.F. Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4722,134,
4726,2018-04-23,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4726,134,
4727,2018-04-23,Spouse,MDT,Medtronic plc,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4727,134,
4728,2018-04-23,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4728,134,
4730,2018-04-23,Spouse,GWW,"W.W. Grainger, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4730,134,
4732,2018-04-23,Spouse,EMR,Emerson Electric Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4732,134,
4734,2018-04-23,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4734,134,
4736,2018-04-23,Spouse,BLK,"BlackRock, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/475ad4bf-fb94-474c-9ecd-80529d70ace5/,2018-05-15,4736,134,
4741,2017-09-01,Self,DWDP,DD - DU PONT DE NEMOURS (Exchanged)  DowDuPont Inc. (Received),Stock,Exchange,"$15,001 - $50,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/a4f2d467-8303-4dac-98fb-b88b61e6a360/,2018-05-15,4741,108,
4742,2017-09-01,Self,DWDP,DOW - DOW CHEMICAL (Exchanged)  DowDuPont Inc. (Received),Stock,Exchange,"$15,001 - $50,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/a4f2d467-8303-4dac-98fb-b88b61e6a360/,2018-05-15,4742,108,
4743,2017-08-02,Self,--,WI St (FHLB 87% St & Loc Govt Refcorp 2% US Treas Oblig 1%) GO Rate/Coupon: 5% Matures: 05/01/2023,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4743,151,
4744,2017-08-02,Self,--,VA Virginia Beach Dev. Auth Pub Fac Rev Rate/Coupon: 4.0% Matures: 12/01/2023,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4744,151,
4745,2017-08-02,Self,--,TX Midland GO Rate/Coupon: 4.0% Matures: 03/01/2023,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4745,151,
4746,2017-08-02,Self,--,TN Memphis GO Rate/Coupon: 4.5% Matures: 04/01/2027,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4746,151,
4747,2017-08-02,Self,--,OH West Chester Twp GO Rate/Coupon: 5% Matures: 12/01/2019,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4747,151,
4748,2017-08-02,Self,--,OH Hilliard GO Rate/Coupon: 5% Matures: 12/01/2025,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4748,151,
4749,2017-08-02,Self,--,OH Cincinnati City SD GO NC Rate/Coupon: 5% Matures: 12/01/2017,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4749,151,
4750,2017-08-02,Self,--,NV Clark Cnty Wtr Reclamation Dist GO Rate/Coupon: 5.25% Matures: 07/01/2020,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4750,151,
4751,2017-08-02,Self,--,FL St Brd Ed GO Rate/Coupon: 5% Matures: 06/01/2020,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Robert J Portman,https://efdsearch.senate.gov/search/view/ptr/d47eeb61-0306-45a1-974c-b690947b66ce/,2018-05-15,4751,151,
4752,2018-04-30,Self,REVB,Revere Bank,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/4e18c5de-0479-477c-83b9-10fb1de86ac3/,2018-05-15,4752,118,
4754,2017-02-27,Spouse,ENB,Spectra Energy Corporation (Exchanged)  Enbridge Inc. (Received),Stock,Exchange,"$1,001 - $15,000","Spectra Energy Corp merged into Enbridge, Inc. on February 27, 2017",Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/9e8c8d32-39da-4bb6-9b6e-8f5be4a29897/,2018-05-14,4754,110,
4755,2017-04-20,Spouse,PTEN,"Seventy Seven Energy, Inc (Exchanged)  Patterson-UTI Energy, Inc. (Received)",Stock,Exchange,"$1,001 - $15,000","Seventy Seven Energy, inc was merged into Patterson-UTI Energy on April 20, 2017",Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/27dda4bd-c665-48e0-be5c-e1c3cb0f78db/,2018-05-14,4755,110,
4806,2018-04-24,Spouse,VGK,Vanguard FTSE Europe ETF,Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4806,110,
4807,2018-04-24,Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4807,110,
4808,2018-04-24,Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4808,110,
4809,2018-04-24,Spouse,MS,Morgan Stanley,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4809,110,
4810,2018-04-24,Spouse,LULU,Lululemon Athletica Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4810,110,
4811,2018-04-24,Spouse,IYE,iShares US Energy ETF,Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4811,110,
4812,2018-04-24,Spouse,KHC,The Kraft Heinz Company,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4812,110,
4813,2018-04-24,Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4813,110,
4814,2018-04-24,Spouse,CLB,Core Laboratories N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4814,110,
4815,2018-04-24,Spouse,CHK,Chesapeake Energy Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4815,110,
4816,2018-04-24,Spouse,CME,CME Group Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4816,110,
4817,2018-04-24,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4817,110,
4818,2018-04-24,Spouse,AL,Air Lease Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4818,110,
4859,2018-04-05,Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14,4859,110,
4861,2017-02-28,Spouse,ENB,Spectra Energy Corp. (Exchanged)  Enbridge Inc. (Received),Stock,Exchange,"$15,001 - $50,000",Spectra acquired by Enbridge in stock merger.,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/b3dacabf-fe85-4795-818a-cae96746587b/,2018-05-14,4861,106,
4862,2018-05-03,Self,V,Visa Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4862,132,
4863,2018-05-03,Self,UNH,UnitedHealth Group Incorporated,Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4863,132,
4864,2018-05-03,Self,CRM,"salesforce.com, inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4864,132,
4865,2018-05-03,Self,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4865,132,
4866,2018-05-03,Self,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4866,132,
4867,2018-05-03,Self,LH,Laboratory Corporation of America Holdings,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4867,132,
4868,2018-05-03,Self,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4868,132,
4869,2018-05-03,Self,DFS,Discover Financial Services,Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4869,132,
4870,2018-05-03,Self,DAL,"Delta Air Lines, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4870,132,
4871,2018-05-03,Self,CLR,"Continental Resources, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4871,132,
4872,2018-05-03,Self,COHR,"Coherent, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4872,132,
4873,2018-05-03,Self,C,Citigroup Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4873,132,
4874,2018-05-03,Self,KMX,"CarMax, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4874,132,
4875,2018-05-03,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4875,132,
4876,2018-05-03,Self,BLK,"BlackRock, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14,4876,132,
